"title","body","isPullRequest","labels"
"Fix a problem to redirect wikipage named by multi-byte characters","In some specific case, redirect path (created from route params) is incorrect.  (from src/main/scala/app/SignInController.scala)  ```  46     session.getAndRemove[String](Keys.Session.Redirect).map { redirectUrl => ```  `redirectUrl` is expected to be encoded, but scalatra decodes route params by rl.UrlCodingUtils via ScalatraBase.UriDecoder.  In this result, we can't redirect wikipage named by multi-byte characters.  Demo: - from http://cdn-ak.f.st-hatena.com/images/fotolife/s/smly/20131019/20131019134651.png - to http://cdn-ak.f.st-hatena.com/images/fotolife/s/smly/20131019/20131019134652.png  To avoid this problem, I add dirty workaround to encode redirect path. ","true",
"Regex for username acceptability is too strict, unable to edit group membership","## Problem  My username has a dot (.) in it. Whilst the user is imported from LDAP correctly, the user cannot be made an Administrator in user management: admin/users/{firstname.lastname}/_edituser  The following error message is shown when attempting to hit Update User: ""Username contains invalid character."" ## Steps to reproduce 1. Log in as a user from LDAP with a '.' in the username (to register the user in gitbucket) 2. Log back out 3. Log in as an Administrator (root) 4. Go to edit the user from step 1 5. Attempt to make them an Administrator user type, hit Update User 6. Error message is presented, user is unchanged ## Possible steps to fix  https://github.com/takezoe/gitbucket/blob/master/src/main/scala/util/Validations.scala  Change  ``` java if(!value.matches(""^[a-zA-Z0-9\\-_]+$"")){ ... } ```  to  ``` java if(!value.matches(""^[a-zA-Z0-9\\-_.]+$"")){ ... } ```  (notice added '.') Note: I haven't tested this. I can't get scala to compile in the 15 minutes I've been introduced to it. ## Other notes  I cannot create any repositories as that user either. Whilst I cannot track down exactly why, this is probably related (creating repos as the root user works) ","false","improvement"
"Repository URL doesn't show HTTPS","I have set up reverse proxy providing SSL for gitbucket running in standalone mode. The problem is that gitbucket is showing repository URL as http (http://&lt;host&gt;/git/&lt;user&gt;/&lt;repo&gt;.git) instead of https (https://&lt;host&gt;/git/&lt;user&gt;/&lt;repo&gt;.git). ","false","question"
"System support for RedHat","This commit is adding init.d script and sysconfig file which allows to run GitBucket in the standalone mode. It also adds the spec file which allows to build RPM package. ","true",
"System support for RedHat","This commit is adding init.d script and sysconfig file which allows to run GitBucket in the standalone mode. It also adds the spec file which allows to build RPM package. ","true",
"Add note about troubleshooting 404 errors when running under IIS and Helicontech Zoo","May want to add the following note to this [wiki page](https://github.com/takezoe/gitbucket/wiki/Installation-on-IIS-and-Helicontech-Zoo) about running under IIS to the troubleshooting section:  When running under IIS certain file extensions will not be viewable in the repository and by default you will get a 404 error.  IIS itself has a ""Request Filtering"" setting and by default all requests for files with extensions ""java"", ""cs"",""vb"", ""csproj"",""vbproj"",""ascx"", and ""asax"" will return a 404 error when you try to view them in an IIS web application.  The entries for these extensions need to be removed from the ""Request Filtering"" settings of the IIS web application before they can be viewed in your gitbucket repositories. ","false","task"
"GitBucket doesn't work under Tomcat6","I'm trying to run GitBucket on Tomcat6. When tomcat starts I can see the following error:  INFO: Deploying web application archive gitbucket.war 10:02:15.463 [main] INFO  o.scalatra.servlet.ScalatraListener - Initializing life cycle class: ScalatraBootstrap 10:02:15.760 [main] ERROR o.scalatra.servlet.ScalatraListener - Failed to initialize scalatra application at /gitbucket java.lang.NoSuchMethodError: javax.servlet.ServletContext.getFilterRegistration(Ljava/lang/String;)Ljavax/servlet/FilterRegistration;         at org.scalatra.servlet.RichServletContext.mountFilter(RichServletContext.scala:119) ~[scalatra_2.10-2.2.1.jar:2.2.1]         at org.scalatra.servlet.RichServletContext.mount(RichServletContext.scala:70) ~[scalatra_2.10-2.2.1.jar:2.2.1]         at org.scalatra.servlet.RichServletContext.mount(RichServletContext.scala:76) ~[scalatra_2.10-2.2.1.jar:2.2.1]         at ScalatraBootstrap.init(ScalatraBootstrap.scala:7) ~[ScalatraBootstrap.class:na]         at org.scalatra.servlet.ScalatraListener.configureCycleClass(ScalatraListener.scala:67) ~[scalatra_2.10-2.2.1.jar:2.2.1]         at org.scalatra.servlet.ScalatraListener.contextInitialized(ScalatraListener.scala:23) ~[scalatra_2.10-2.2.1.jar:2.2.1]         at org.apache.catalina.core.StandardContext.listenerStart(StandardContext.java:3972) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardContext.start(StandardContext.java:4467) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:791) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:771) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:526) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.HostConfig.deployWAR(HostConfig.java:905) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.HostConfig.deployWARs(HostConfig.java:740) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.HostConfig.deployApps(HostConfig.java:500) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.HostConfig.start(HostConfig.java:1277) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.HostConfig.lifecycleEvent(HostConfig.java:321) [catalina-6.0.24.jar:na]         at org.apache.catalina.util.LifecycleSupport.fireLifecycleEvent(LifecycleSupport.java:119) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.ContainerBase.start(ContainerBase.java:1053) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardHost.start(StandardHost.java:722) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.ContainerBase.start(ContainerBase.java:1045) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardEngine.start(StandardEngine.java:443) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardService.start(StandardService.java:516) [catalina-6.0.24.jar:na]         at org.apache.catalina.core.StandardServer.start(StandardServer.java:710) [catalina-6.0.24.jar:na]         at org.apache.catalina.startup.Catalina.start(Catalina.java:593) [catalina-6.0.24.jar:na]         at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.6.0_24]         at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) ~[na:1.6.0_24]         at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.6.0_24]         at java.lang.reflect.Method.invoke(Method.java:616) ~[na:1.6.0_24]         at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:289) [bootstrap-6.0.24.jar:na]         at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:414) [bootstrap-6.0.24.jar:na] 16-Oct-2013 10:02:15 org.apache.catalina.core.StandardContext start SEVERE: Error listenerStart  Other servlets work just fine. Any idea what could be wrong? ","false","question"
"Abort build process if sbt reports errors",,"true",
"fix deprecation warning",,"true",
"Add plugin, Update versions","I've added the [sbt-updates](https://github.com/rtimush/sbt-updates) plugin, and updated the suggested versions (except jetty, which needs the jars to be updated manually). ","true",
"Small bugfix (Comparing String and Option[String])",,"true",
"avoid NumberFormatException",,"true",
"refactoring. avoid Option#get",,"true",
